"Local.Match.ID","Home.Team.Name","Away.Team.Name","Home.Team.Goals","Away.Team.Goals","Match.Date","Halftime.Score","Attendance","Seven.m.goals","Referees","Home.Coach","Home.Assistant","Away.Coach","Away.Assistant","Phase","Season","CT.Broadcast"
1,"Hranice","Karviná",23,26,"3.6.2011","13 : 14",150,"4 : 0","Lubomír Kohout, Vladimír Vaník","Libor Hrabal","Šárka Alexová","Martin Kostelník","Roman Farár","1till6placeMatch","2010/2011",0
2,"Zubrí","Plzen",31,24,"4.6.2011","18 : 14",860,"2 : 2","Pavel Nesvadba, Vangelis Simu","Jirí Mika","Michal Balhárek","Vladimír Haber","Stanislav Raizl","1till6placeMatch","2010/2011",0
3,"Lovosice","Dukla",26,27,"5.6.2011","16 : 15",94616,"2 : 3","Václav Kohout, Petr Novák","Vojtech Srba","Pavel Haken","Pavel Pauza","Jan Krouský","1till6placeMatch","2010/2011",1
4,"Dukla","Zubrí",31,25,"28.5.2011","15 : 11",340,"3 : 4","Václav Horácek, Jirí Novotný","Pavel Pauza","Milan Kotrc","Jirí Mika","Michal Balhárek","1till6placeMatch","2010/2011",0
5,"Karviná","Lovosice",25,24,"29.5.2011","14 : 15",720,"1 : 1","Radoslav Kavulic, Libor Skružný","Martin Kostelník","Roman Farár","Vojtech Srba","Pavel Haken","1till6placeMatch","2010/2011",0
6,"Plzen","Hranice",21,20,"29.5.2011","10 : 10",120,"2 : 3","Bedrich Frieser, Lukáš Frieser","Vladimír Haber","Stanislav Raizl","Libor Hrabal","Šárka Alexová","1till6placeMatch","2010/2011",1
7,"Plzen","Dukla",29,30,"20.5.2011","13 : 17",300,"2 : 4","Dalibor Pavlát, Petr Pešek","Vladimír Haber","Stanislav Raizl","Pavel Pauza","Jan Krouský","1till6placeMatch","2010/2011",0
8,"Zubrí","Karviná",22,21,"21.5.2011","13 : 9",800,"3 : 2","Václav Kohout, Petr Novák","Jirí Mika","Michal Balhárek","Martin Kostelník","Roman Farár","1till6placeMatch","2010/2011",0
9,"Hranice","Lovosice",24,24,"22.5.2011","12 : 11",170,"1 : 3","Václav Horácek, Jirí Novotný","Libor Hrabal","Šárka Alexová","Vojtech Srba","Pavel Haken","1till6placeMatch","2010/2011",1
10,"Dukla","Hranice",25,14,"14.5.2011","10 : 7",230,"5 : 0","Pavel Nesvadba, Vangelis Simu","Pavel Pauza","Milan Kotrc","Libor Hrabal","Šárka Alexová","1till6placeMatch","2010/2011",0
11,"Lovosice","Zubrí",27,23,"15.5.2011","10 : 11",1054,"3 : 3","Milan Hájek, Karel Macho","Vojtech Srba","Pavel Haken","Jirí Mika","Michal Balhárek","1till6placeMatch","2010/2011",1
12,"Karviná","Plzen",23,22,"15.5.2011","14 : 11",682,"2 : 2","Michal Hanák, Jan Kosmák","Martin Kostelník","Roman Farár","Vladimír Haber","Stanislav Raizl","1till6placeMatch","2010/2011",0
13,"Dukla","Karviná",28,23,"7.5.2011","12 : 13",240,"0 : 0","Radoslav Kavulic, Libor Skružný","Pavel Pauza","Milan Kotrc","Martin Kostelník","Roman Farár","1till6placeMatch","2010/2011",0
14,"Plzen","Lovosice",24,24,"7.5.2011","12 : 11",450,"3 : 2","Václav Kohout, Petr Novák","Vladimír Haber","Stanislav Raizl","Vojtech Srba","Pavel Haken","1till6placeMatch","2010/2011",0
15,"Hranice","Zubrí",27,30,"8.5.2011","11 : 17",290,"3 : 2","Jirí Opava, Pavel Válek","Libor Hrabal","Šárka Alexová","Jirí Mika","Michal Balhárek","1till6placeMatch","2010/2011",0
16,"Dukla","Lovosice",32,31,"30.4.2011","13 : 12",420,"0 : 4","Jirí Opava, Pavel Válek","Pavel Pauza","Milan Kotrc","Vojtech Srba","Pavel Haken","1till6placeMatch","2010/2011",0
17,"Plzen","Zubrí",29,25,"30.4.2011","14 : 7",450,"3 : 4","Michal Hanák, Jan Kosmák","Vladimír Haber","Stanislav Raizl","Jirí Mika","Michal Balhárek","1till6placeMatch","2010/2011",1
18,"Karviná","Hranice",24,20,"1.5.2011","11 : 10",660,"0 : 0","Marek Becicka, Jirí Horák","Martin Kostelník","Roman Farár","Jan Hegar","Bretislav Žoch","1till6placeMatch","2010/2011",0
19,"Hranice","Plzen",25,30,"22.4.2011","12 : 16",180,"3 : 1","Pavel Nesvadba, Vangelis Simu","Jan Hegar","Bretislav Žoch","Vladimír Haber","Stanislav Raizl","1till6placeMatch","2010/2011",0
20,"Zubrí","Dukla",20,21,"23.4.2011","11 : 11",1000,"2 : 0","Milan Hájek, Karel Macho","Jirí Mika","Radim Balhárek","Pavel Pauza","Milan Kotrc","1till6placeMatch","2010/2011",0
21,"Lovosice","Karviná",38,26,"25.4.2011","20 : 9",945,"3 : 1","Václav Horácek, Jirí Novotný","Vojtech Srba","Pavel Haken","Martin Kostelník","Roman Farár","1till6placeMatch","2010/2011",1
22,"Lovosice","Hranice",28,21,"16.4.2011","13 : 11",820,"3 : 2","Milan Hájek, Karel Macho","Vojtech Srba","Pavel Haken","Jan Hegar","Bretislav Žoch","1till6placeMatch","2010/2011",0
23,"Dukla","Plzen",27,23,"16.4.2011","11 : 9",212,"6 : 3","Bedrich Frieser, Lukáš Frieser","Pavel Pauza","Milan Kotrc","Vladimír Haber","Stanislav Raizl","1till6placeMatch","2010/2011",0
24,"Karviná","Zubrí",25,25,"17.4.2011","16 : 11",892,"2 : 1","Jirí Opava, Pavel Válek","Jozef Hanták","Martin Kostelník","Jirí Mika","Michal Balhárek","1till6placeMatch","2010/2011",1
25,"Plzen","Karviná",30,25,"9.4.2011","15 : 10",550,"2 : 3","Václav Kohout, Petr Novák","Vladimír Haber","Stanislav Raizl","Jozef Hanták","Martin Kostelník","1till6placeMatch","2010/2011",0
26,"Zubrí","Lovosice",28,28,"10.4.2011","15 : 12",1000,"4 : 4","Václav Horácek, Jirí Novotný","Jirí Mika","Michal Balhárek","Vojtech Srba","Pavel Haken","1till6placeMatch","2010/2011",1
27,"Hranice","Dukla",23,27,"10.4.2011","11 : 12",270,"2 : 2","Radoslav Kavulic, Libor Skružný","Jan Hegar","Bretislav Žoch","Pavel Pauza","Jan Krouský","1till6placeMatch","2010/2011",0
28,"Lovosice","Plzen",22,20,"2.4.2011","13 : 10",800,"1 : 1","Radoslav Kavulic, Libor Skružný","Vojtech Srba","Pavel Haken","Vladimír Haber","Stanislav Raizl","1till6placeMatch","2010/2011",0
29,"Zubrí","Hranice",10,0,"2.4.2011",,900,"1 : 0","Pavel Nesvadba, Vangelis Simu","Jirí Mika","Michal Balhárek","Jan Hegar","Bretislav Žoch","1till6placeMatch","2010/2011",0
30,"Karviná","Dukla",26,25,"3.4.2011","13 : 12",785,"5 : 0","Václav Horácek, Jirí Novotný","Jozef Hanták","Martin Kostelník","Pavel Pauza","Jan Krouský","1till6placeMatch","2010/2011",1
31,"Jicín","Koprivnice",29,28,"1.6.2011","18 : 12",210,"3 : 4","Dalibor Pavlát, Petr Pešek","Aleš Babák","Vladimír Bohácek","Miroslav Barton","Ivo Vávra","7till12placeMatch","2010/2011",0
32,"Brno","Trebon",31,26,"4.6.2011","16 : 11",195,"1 : 3","Radoslav Kavulic, Libor Skružný","Zdenek Missbach","Zdenek Zima","Jan Pavlovský","Zdenek Kubík","7till12placeMatch","2010/2011",0
33,"Frýdek-Místek","Prerov",32,28,"5.6.2011","17 : 13",315,"3 : 4","Adam Kondelka, David Kondelka","Jirí Kekrt","Petr Mazur","Alois Jurík","Richard Bucek","7till12placeMatch","2010/2011",0
34,"Prerov","Jicín",28,28,"27.5.2011","16 : 11",52,"4 : 2","Pavel Novotný, Jirí Vetrovský","Alois Jurík","Michal Kavka","Aleš Babák","Vladimír Bohácek","7till12placeMatch","2010/2011",0
35,"Trebon","Frýdek-Místek",23,22,"28.5.2011","12 : 15",250,"2 : 0","Lubomír Kohout, Vladimír Vaník","Jan Pavlovský","Zdenek Kubík","Jirí Kekrt","Petr Mazur","7till12placeMatch","2010/2011",0
36,"Koprivnice","Brno",34,24,"28.5.2011","15 : 10",220,"5 : 3","Petr Halada, Martin Zych","Miroslav Barton","Ivo Vávra","Zdenek Missbach","Tomáš Petr","7till12placeMatch","2010/2011",0
37,"Brno","Frýdek-Místek",40,36,"21.5.2011","21 : 22",125,"4 : 4","Milan Hájek, Karel Macho","Zdenek Missbach","Zdenek Zima","Jirí Kekrt","Petr Mazur","7till12placeMatch","2010/2011",0
38,"Jicín","Trebon",35,17,"21.5.2011","15 : 6",250,"3 : 0","Marek Becicka, Jirí Horák","Aleš Babák","Vladimír Bohácek","Jan Pavlovský","Zdenek Kubík","7till12placeMatch","2010/2011",0
39,"Koprivnice","Prerov",30,23,"21.5.2011","17 : 13",104,"3 : 3","Michal Hanák, Jan Kosmák","Miroslav Barton","Ivo Vávra","Alois Jurík","Michal Kavka","7till12placeMatch","2010/2011",0
40,"Trebon","Koprivnice",24,20,"14.5.2011","14 : 8",0,"0 : 2","Jirí Opava, Pavel Válek","Jan Pavlovský","Zdenek Kubík","Miroslav Barton","Ivo Vávra","7till12placeMatch","2010/2011",0
41,"Jicín","Frýdek-Místek",27,26,"14.5.2011","13 : 13",452,"0 : 2","Radoslav Kavulic, Libor Skružný","Aleš Babák","Vladimír Bohácek","Jirí Kekrt","Petr Mazur","7till12placeMatch","2010/2011",0
42,"Prerov","Brno",37,23,"15.5.2011","20 : 13",297,"7 : 2","Adam Kondelka, David Kondelka","Alois Jurík","Michal Kavka","Zdenek Missbach","Josef Cikán","7till12placeMatch","2010/2011",0
43,"Brno","Jicín",32,35,"7.5.2011","14 : 13",181,"2 : 0","Bedrich Frieser, Lukáš Frieser","Zdenek Missbach","Zdenek Zima","Aleš Babák","Vladimír Bohácek","7till12placeMatch","2010/2011",0
44,"Prerov","Trebon",27,23,"8.5.2011","15 : 12",177,"1 : 3","Václav Kohout, Petr Novák","Alois Jurík","Michal Kavka","Jan Pavlovský","Zdenek Kubík","7till12placeMatch","2010/2011",0
45,"Frýdek-Místek","Koprivnice",25,19,"8.5.2011","11 : 9",293,"3 : 2","Pavel Novotný, Jirí Vetrovský","Jirí Kekrt","Petr Mazur","Miroslav Barton","Ivo Vávra","7till12placeMatch","2010/2011",0
46,"Koprivnice","Jicín",35,24,"29.4.2011","13 : 14",150,"2 : 3","Adam Kondelka, David Kondelka","Miroslav Barton","Ivo Vávra","Aleš Babák","Vladimír Bohácek","7till12placeMatch","2010/2011",0
47,"Prerov","Frýdek-Místek",22,35,"30.4.2011","11 : 15",231,"5 : 3","Milan Hájek, Karel Macho","Alois Jurík","Michal Kavka","Jirí Kekrt","Petr Mazur","7till12placeMatch","2010/2011",0
48,"Trebon","Brno",27,20,"30.4.2011","11 : 7",220,"2 : 3","Marek Becicka, Jirí Horák","Jan Pavlovský","Zdenek Kubík","Zdenek Missbach","Tomáš Petr","7till12placeMatch","2010/2011",0
49,"Jicín","Prerov",28,15,"13.4.2011","13 : 9",200,"1 : 2","Petr Halada, Martin Zych","Aleš Babák","Vladimír Bohácek","Alois Jurík","Michal Kavka","7till12placeMatch","2010/2011",0
50,"Brno","Koprivnice",40,31,"23.4.2011","18 : 10",148,"2 : 3","Dalibor Pavlát, Petr Pešek","Zdenek Missbach","Zdenek Zima","Miroslav Barton","Zdenek Kovalák","7till12placeMatch","2010/2011",0
51,"Frýdek-Místek","Trebon",26,24,"24.4.2011","15 : 12",312,"3 : 3","Michal Hanák, Jan Kosmák","Jirí Kekrt","Petr Mazur","Jan Pavlovský","Vladislav Jordák","7till12placeMatch","2010/2011",0
52,"Trebon","Jicín",26,27,"16.4.2011","12 : 16",0,"5 : 4","Pavel Novotný, Jirí Vetrovský","Jan Pavlovský","Zdenek Kubík","Aleš Babák","Vladimír Bohácek","7till12placeMatch","2010/2011",0
53,"Prerov","Koprivnice",34,27,"17.4.2011","18 : 13",297,"0 : 3","Václav Horácek, Jirí Novotný","Alois Jurík","Michal Kavka","Miroslav Barton","Ivo Vávra","7till12placeMatch","2010/2011",0
54,"Frýdek-Místek","Brno",38,30,"17.4.2011","17 : 11",365,"5 : 3","Marek Becicka, Jirí Horák","Jirí Kekrt","Petr Mazur","Zdenek Missbach","Tomáš Petr","7till12placeMatch","2010/2011",0
55,"Brno","Prerov",32,31,"9.4.2011","16 : 16",100,"4 : 5","Milan Hájek, Karel Macho","Zdenek Missbach","Zdenek Zima","Alois Jurík","Michal Kavka","7till12placeMatch","2010/2011",0
56,"Koprivnice","Trebon",28,22,"9.4.2011","13 : 11",400,"3 : 5","Radoslav Kavulic, Libor Skružný","Miroslav Barton","Ivo Vávra","Jan Pavlovský","Zdenek Kubík","7till12placeMatch","2010/2011",0
57,"Frýdek-Místek","Jicín",32,23,"10.4.2011","16 : 13",426,"4 : 1","Adam Kondelka, David Kondelka","Jirí Kekrt","Petr Mazur","Aleš Babák","Vladimír Bohácek","7till12placeMatch","2010/2011",0
58,"Trebon","Prerov",25,22,"2.4.2011","11 : 9",200,"3 : 1","Václav Kohout, Petr Novák","Jan Pavlovský","Zdenek Kubík","Alois Jurík","Michal Kavka","7till12placeMatch","2010/2011",0
59,"Koprivnice","Frýdek-Místek",27,24,"2.4.2011","16 : 10",500,"2 : 1","Petr Halada, Martin Zych","Miroslav Barton","Ivo Vávra","Jirí Kekrt","Petr Mazur","7till12placeMatch","2010/2011",0
60,"Jicín","Brno",34,24,"3.4.2011","15 : 6",250,"5 : 2","Bedrich Frieser, Lukáš Frieser","Aleš Babák","Vladimír Bohácek","Zdenek Missbach","Zdenek Zima","7till12placeMatch","2010/2011",0
61,"Prerov","Dukla",28,41,"25.3.2011","16 : 19",291,"3 : 3","Pavel Novotný, Jirí Vetrovský","Alois Jurík","Michal Kavka","Pavel Pauza","Milan Kotrc","RegularPhaseMatch","2010/2011",0
62,"Trebon","Lovosice",23,27,"25.3.2011","8 : 11",200,"2 : 2","Milan Hájek, Karel Macho","Jan Pavlovský","Zdenek Kubík","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2010/2011",0
63,"Brno","Zubrí",27,37,"26.3.2011","13 : 22",250,"6 : 2","Jirí Opava, Pavel Válek","Zdenek Missbach","Tomáš Petr","Jirí Mika","Michal Balhárek","RegularPhaseMatch","2010/2011",0
64,"Hranice","Koprivnice",31,28,"27.3.2011","18 : 12",200,"3 : 3","Michal Hanák, Jan Kosmák","Jan Hegar","Bretislav Žoch","Miroslav Barton","Ivo Vávra","RegularPhaseMatch","2010/2011",0
65,"Plzen","Karviná",28,18,"27.3.2011","13 : 11",750,"2 : 5","Bedrich Frieser, Lukáš Frieser","Vladimír Haber","Stanislav Raizl","Jozef Hanták","Zdenek Mrózek","RegularPhaseMatch","2010/2011",1
66,"Frýdek-Místek","Jicín",34,29,"27.3.2011","17 : 14",320,"2 : 4","Pavel Nesvadba, Vangelis Simu","Jirí Kekrt","Petr Mazur","Aleš Babák","Vladimír Bohácek","RegularPhaseMatch","2010/2011",0
67,"Jicín","Prerov",37,24,"18.3.2011","19 : 13",615,"0 : 3","Dalibor Pavlát, Petr Pešek","Aleš Babák","Vladimír Bohácek","Alois Jurík","Michal Kavka","RegularPhaseMatch","2010/2011",0
68,"Lovosice","Hranice",27,25,"19.3.2011","13 : 13",800,"2 : 0","Václav Kohout, Petr Novák","Vojtech Srba","Pavel Haken","Jan Hegar","Bretislav Žoch","RegularPhaseMatch","2010/2011",0
69,"Dukla","Brno",37,24,"19.3.2011","18 : 13",130,"4 : 2","Lubomír Kohout, Vladimír Vaník","Pavel Pauza","Milan Kotrc","Zdenek Missbach","Tomáš Petr","RegularPhaseMatch","2010/2011",0
70,"Koprivnice","Frýdek-Místek",30,28,"19.3.2011","13 : 12",700,"1 : 2","Marek Becicka, Jirí Horák","Miroslav Barton","Ivo Vávra","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2010/2011",0
71,"Zubrí","Plzen",24,21,"20.3.2011","13 : 9",720,"3 : 2","Václav Horácek, Jirí Novotný","Jirí Mika","Michal Balhárek","Vladimír Haber","Stanislav Raizl","RegularPhaseMatch","2010/2011",1
72,"Karviná","Trebon",28,29,"20.3.2011","13 : 12",729,"5 : 4","Adam Kondelka, David Kondelka","Jozef Hanták","Martin Kostelník","Jan Pavlovský","Vladislav Jordák","RegularPhaseMatch","2010/2011",0
73,"Trebon","Zubrí",24,31,"3.3.2011","8 : 14",200,"0 : 3","Lubomír Kohout, Vladimír Vaník","Jan Pavlovský","Zdenek Kubík","Jirí Mika","Michal Balhárek","RegularPhaseMatch","2010/2011",0
74,"Plzen","Dukla",28,18,"4.3.2011","15 : 10",930,"1 : 2","Václav Kohout, Petr Novák","Vladimír Haber","Stanislav Raizl","Pavel Pauza","Milan Kotrc","RegularPhaseMatch","2010/2011",0
75,"Hranice","Karviná",23,27,"5.3.2011","10 : 13",450,"2 : 1","Radoslav Kavulic, Libor Skružný","Jan Hegar","Bretislav Žoch","Jozef Hanták","Zdenek Mrózek","RegularPhaseMatch","2010/2011",1
76,"Jicín","Koprivnice",33,26,"5.3.2011","14 : 10",650,"3 : 2","Milan Hájek, Karel Macho","Aleš Babák","Vladimír Bohácek","Libor Hrabal","Ivo Vávra","RegularPhaseMatch","2010/2011",0
77,"Prerov","Brno",32,28,"6.3.2011","16 : 15",362,"0 : 5","Radoslav Kavulic, Libor Skružný","Alois Jurík","Michal Kavka","Zdenek Missbach","Zdenek Zima","RegularPhaseMatch","2010/2011",0
78,"Frýdek-Místek","Lovosice",35,31,"6.3.2011","18 : 16",315,"1 : 5","Václav Horácek, Jirí Novotný","Jirí Kekrt","Petr Mazur","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2010/2011",0
79,"Dukla","Trebon",24,17,"26.2.2011","14 : 9",125,"1 : 1","Pavel Novotný, Jirí Vetrovský","Pavel Pauza","Jan Krouský","Jan Pavlovský","Zdenek Kubík","RegularPhaseMatch","2010/2011",0
80,"Plzen","Brno",34,19,"26.2.2011","20 : 6",350,"1 : 2","Jirí Opava, Pavel Válek","Vladimír Haber","Stanislav Raizl","Zdenek Missbach",,"RegularPhaseMatch","2010/2011",0
81,"Koprivnice","Prerov",30,35,"26.2.2011","11 : 16",300,"5 : 2","Adam Kondelka, David Kondelka","Libor Hrabal","Ivo Vávra","Alois Jurík","Michal Kavka","RegularPhaseMatch","2010/2011",0
82,"Lovosice","Jicín",32,25,"27.2.2011","16 : 13",824,"3 : 1","Václav Kohout, Petr Novák","Vojtech Srba","Pavel Haken","Aleš Babák","Vladimír Bohácek","RegularPhaseMatch","2010/2011",1
83,"Karviná","Frýdek-Místek",33,30,"27.2.2011","15 : 16",637,"1 : 2","Marek Becicka, Jirí Horák","Jozef Hanták","Martin Kostelník","Jirí Kekrt","Lubomír Kavka","RegularPhaseMatch","2010/2011",0
84,"Hranice","Zubrí",22,26,"27.2.2011","8 : 11",650,"3 : 2","Václav Horácek, Jirí Novotný","Jan Hegar","Bretislav Žoch","Jirí Mika","Michal Balhárek","RegularPhaseMatch","2010/2011",0
85,"Koprivnice","Lovosice",31,31,"19.2.2011","12 : 17",200,"5 : 3","Michal Hanák, Jan Kosmák","Libor Hrabal","Ivo Vávra","Vojtech Srba","Pavel Haken","RegularPhaseMatch","2010/2011",0
86,"Trebon","Brno",32,21,"19.2.2011","19 : 8",430,"2 : 1","Petr Halada, Martin Zych","Jan Pavlovský","Zdenek Kubík","Zdenek Missbach","Zdenek Zima","RegularPhaseMatch","2010/2011",0
87,"Jicín","Karviná",28,28,"19.2.2011","15 : 13",700,"6 : 4","Dalibor Pavlát, Petr Pešek","Aleš Babák","Vladimír Bohácek","Jozef Hanták","Zdenek Mrózek","RegularPhaseMatch","2010/2011",0
88,"Prerov","Plzen",24,38,"20.2.2011","12 : 16",324,"4 : 3","Marek Becicka, Jirí Horák","Alois Jurík","Michal Kavka","Vladimír Haber","Stanislav Raizl","RegularPhaseMatch","2010/2011",0
89,"Hranice","Dukla",33,31,"20.2.2011","14 : 15",350,"1 : 1","Milan Hájek, Karel Macho","Jan Hegar","Bretislav Žoch","Pavel Pauza","Jan Krouský","RegularPhaseMatch","2010/2011",1
90,"Frýdek-Místek","Zubrí",27,34,"20.2.2011","11 : 20",520,"2 : 0","Jirí Opava, Pavel Válek","Jirí Kekrt","Petr Mazur","Jirí Mika","Michal Balhárek","RegularPhaseMatch","2010/2011",0
91,"Plzen","Trebon",41,19,"11.2.2011","18 : 10",400,"0 : 3","Dalibor Pavlát, Petr Pešek","Vladimír Haber","Stanislav Raizl","Jan Pavlovský","Karel Petržala","RegularPhaseMatch","2010/2011",0
92,"Dukla","Frýdek-Místek",28,29,"12.2.2011","16 : 16",140,"3 : 3","Václav Kohout, Petr Novák","Pavel Pauza","Milan Kotrc","Jirí Kekrt","Petr Mazur","RegularPhaseMatch","2010/2011",0
93,"Lovosice","Prerov",36,27,"12.2.2011","14 : 16",658,"2 : 2","Petr Halada, Martin Zych","Vojtech Srba","Pavel Haken","Alois Jurík","Richard Bucek","RegularPhaseMatch","2010/2011",0
94,"Zubrí","Jicín",27,18,"12.2.2011","14 : 11",800,"6 : 0","Michal Hanák, Jan Kosmák","Jirí Mika","Michal Balhárek","Aleš Babák","Vladimír Bohácek","RegularPhaseMatch","2010/2011",1
95,"Hranice","Brno",36,24,"13.2.2011","21 : 9",300,"2 : 3","Marek Becicka, Jirí Horák","Jan Hegar","Bretislav Žoch","Zdenek Missbach","Zdenek Zima","RegularPhaseMatch","2010/2011",0
